Tag Original (Português) & Nome da Tag & Tag Convertida & Observações \\
acl & Forma Oracional averbais & ADVP & Rever\\
adj & adjectivos & JJ & \\
adjp & Sintagma adjectivais & ADJP & \\
adv & advérbios & RB & \\
advp & Sintagma adverbiais & ADVP & \\
art & artigos & DT & \\
conj-c & conjunções coordenativa & CC & \\
conj-s & conjunções subordinativa & IN & \\
cu & sintagma evidenciador de relação de coordenação & _CU_ & Será explicado na sessão <..>\\
ec & prefixos & _EC_ & Será explicado na sessão <..>\\
fcl & Forma Oracional Finita & VP & Sentenças onde os verbos não estão no infinitivo. Sintagma verbal\\
icl & Forma Oracional não finita & VP & Sentenças onde os veros estão conjugados. Sintagma Verbal\\
intj & interjeições & UH & \\
n & substantivos & NN & \\
n-adj & substantivos/adjectivos & NN & Pesquisa mostrou que são todas as ocorrências são substantivos\\
np & Sintagma nominais & NP & \\
num & numeral & CD & \\
pp & Sintagma preposicionais & PP & \\
pron-det & pronomes determinativos & PRP & Essa distinção não parece se aplicar propriamente àos pronomes em inglês. pesquisar mais. Notar que Determinante não é Determiner (Artigo)\\
pron-indp & pronomes independentes & PRP & Não é possível garantir que são possessivos ou não \\
pron-pers & pronomes pessoais  & PRP & \\
pron-pess & pronomes pessoais & PRP & Não ocorre.\\
pron-rel & pronomes independentes & PRP & Não ocorre.\\
prop & nomes próprios & NNP & \\
prp & preposições & IN & \\
sq & Sintagma sequências discursivas & NP & Substituir por NP, por ser a tag filha imediata desta\\
v-fin & verbos finitos & VBP & Verbos conjugados\\
v-ger & verbos gerúndios & VBG & \\
v-inf & verbos infinitivos & VB & \\
v-pcp & verbos particípios & VBN & \\
vp & Sintagma verbais & VP & \\
x & <desconhecido> & VB & Tag removida do trabalho. Explicado na sessão <..>\\
